arm,algo,env_graph,task,suite,obs,n_agents,seed,run_dir,final
gnn_complete,gnn_qmix,complete,pair,core,ego,10,10,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_complete__pair_N10_ego__seed10,84.37708333333333
gnn_complete,gnn_qmix,complete,pair,core,ego,10,11,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_complete__pair_N10_ego__seed11,82.59583333333333
gnn_true,gnn_qmix,matching,pair,core,ego,10,0,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed0,82.33125
gnn_true,gnn_qmix,matching,pair,core,ego,10,1,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed1,86.27291666666666
gnn_true,gnn_qmix,matching,pair,core,ego,10,2,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed2,107.43333333333334
gnn_true,gnn_qmix,matching,pair,core,ego,10,3,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed3,91.31041666666667
gnn_true,gnn_qmix,matching,pair,core,ego,10,4,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed4,100.31875
gnn_true,gnn_qmix,matching,pair,core,ego,10,5,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed5,111.03333333333333
gnn_true,gnn_qmix,matching,pair,core,ego,10,6,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed6,84.9375
gnn_true,gnn_qmix,matching,pair,core,ego,10,7,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed7,87.62083333333334
gnn_true,gnn_qmix,matching,pair,core,ego,10,8,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed8,98.73541666666667
gnn_true,gnn_qmix,matching,pair,core,ego,10,9,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed9,84.77291666666666
gnn_true,gnn_qmix,matching,pair,core,ego,10,10,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed10,104.28541666666666
gnn_true,gnn_qmix,matching,pair,core,ego,10,11,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_true__pair_N10_ego__seed11,97.48125
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,0,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed0,81.8125
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,1,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed1,82.86458333333333
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,2,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed2,83.51041666666667
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,3,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed3,82.32291666666667
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,4,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed4,82.27291666666666
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,5,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed5,83.91875
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,6,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed6,85.13125
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,7,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed7,81.60833333333333
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,8,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed8,82.36041666666667
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,9,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed9,85.1625
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,10,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed10,84.37916666666666
gnn_wrong,gnn_qmix,matching_wrong,pair,core,ego,10,11,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\gnn_wrong__pair_N10_ego__seed11,83.48333333333333
mlp,mlp_qmix,matching,pair,core,ego,10,0,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed0,82.425
mlp,mlp_qmix,matching,pair,core,ego,10,1,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed1,83.5
mlp,mlp_qmix,matching,pair,core,ego,10,2,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed2,83.32708333333333
mlp,mlp_qmix,matching,pair,core,ego,10,3,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed3,85.5625
mlp,mlp_qmix,matching,pair,core,ego,10,4,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed4,82.72708333333334
mlp,mlp_qmix,matching,pair,core,ego,10,5,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed5,83.9
mlp,mlp_qmix,matching,pair,core,ego,10,6,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed6,83.01041666666667
mlp,mlp_qmix,matching,pair,core,ego,10,7,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed7,83.89583333333333
mlp,mlp_qmix,matching,pair,core,ego,10,8,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed8,83.41458333333334
mlp,mlp_qmix,matching,pair,core,ego,10,9,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed9,85.60833333333333
mlp,mlp_qmix,matching,pair,core,ego,10,10,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed10,84.50625
mlp,mlp_qmix,matching,pair,core,ego,10,11,D:\Codes\Github\when-graphs-help-marl\results\phaseC\pair_N10_ego\mlp__pair_N10_ego__seed11,83.03333333333333
